MTU (CET/CEST),FC_Solar,Act_Solar,Day_Ahead_Price
05.01.2021 09:30 - 05.01.2021 09:45,645,403,59.41
05.01.2021 09:45 - 05.01.2021 10:00,817,516,57.39
05.01.2021 10:00 - 05.01.2021 10:15,983,647,54.54
05.01.2021 10:15 - 05.01.2021 10:30,1157,762,59.94
05.01.2021 10:30 - 05.01.2021 10:45,1307,870,55.08
05.01.2021 10:45 - 05.01.2021 11:00,1457,983,51.42
05.01.2021 11:00 - 05.01.2021 11:15,1583,1086,46.97
05.01.2021 11:15 - 05.01.2021 11:30,1681,1176,45.63
05.01.2021 11:30 - 05.01.2021 11:45,1768,1264,42.95
05.01.2021 11:45 - 05.01.2021 12:00,1822,1310,37.83
05.01.2021 12:00 - 05.01.2021 12:15,1846,1333,36.68
05.01.2021 12:15 - 05.01.2021 12:30,1849,1347,35.94
05.01.2021 12:30 - 05.01.2021 12:45,1847,1336,34.74
05.01.2021 12:45 - 05.01.2021 13:00,1798,1321,35.96
05.01.2021 13:00 - 05.01.2021 13:15,1770,1282,36.7
05.01.2021 13:15 - 05.01.2021 13:30,1704,1221,37.95
05.01.2021 13:30 - 05.01.2021 13:45,1592,1126,41.59
05.01.2021 13:45 - 05.01.2021 14:00,1472,1025,46.68
05.01.2021 14:00 - 05.01.2021 14:15,1333,916,55.15
05.01.2021 14:15 - 05.01.2021 14:30,1207,792,54.5
05.01.2021 14:30 - 05.01.2021 14:45,1043,667,52.73
05.01.2021 14:45 - 05.01.2021 15:00,869,544,54.5
05.01.2021 15:00 - 05.01.2021 15:15,701,424,52.21
05.01.2021 15:15 - 05.01.2021 15:30,547,308,52.11
05.01.2021 15:30 - 05.01.2021 15:45,400,195,52.37
05.01.2021 15:45 - 05.01.2021 16:00,282,101,51.34
05.01.2021 16:00 - 05.01.2021 16:15,189,37,51.89
05.01.2021 16:15 - 05.01.2021 16:30,103,9,54.7
05.01.2021 16:30 - 05.01.2021 16:45,4,1,52.75
05.01.2021 16:45 - 05.01.2021 17:00,0,0,45.39
05.01.2021 17:00 - 05.01.2021 17:15,0,0,40.37
05.01.2021 17:15 - 05.01.2021 17:30,0,0,37.28
05.01.2021 17:30 - 05.01.2021 17:45,0,0,35.39
05.01.2021 17:45 - 05.01.2021 18:00,0,0,29.98
05.01.2021 18:00 - 05.01.2021 18:15,0,0,30.33
05.01.2021 18:15 - 05.01.2021 18:30,0,0,28.4
05.01.2021 18:30 - 05.01.2021 18:45,0,0,26.62
05.01.2021 18:45 - 05.01.2021 19:00,0,0,25.13
05.01.2021 19:00 - 05.01.2021 19:15,0,0,28.76
05.01.2021 19:15 - 05.01.2021 19:30,0,0,30.92
05.01.2021 19:30 - 05.01.2021 19:45,0,0,35.56
05.01.2021 19:45 - 05.01.2021 20:00,0,0,40.23
05.01.2021 20:00 - 05.01.2021 20:15,0,0,42.27
05.01.2021 20:15 - 05.01.2021 20:30,0,0,38.9
05.01.2021 20:30 - 05.01.2021 20:45,0,0,38.01
05.01.2021 20:45 - 05.01.2021 21:00,0,0,37.95
05.01.2021 21:00 - 05.01.2021 21:15,0,0,37.92
05.01.2021 21:15 - 05.01.2021 21:30,0,0,36.84
05.01.2021 21:30 - 05.01.2021 21:45,0,0,36.8
05.01.2021 21:45 - 05.01.2021 22:00,0,0,38.92
05.01.2021 22:00 - 05.01.2021 22:15,0,0,40.3
05.01.2021 22:15 - 05.01.2021 22:30,0,0,51.39
05.01.2021 22:30 - 05.01.2021 22:45,0,0,57.52
05.01.2021 22:45 - 05.01.2021 23:00,0,0,45.34
05.01.2021 23:00 - 05.01.2021 23:15,0,0,35.9
05.01.2021 23:15 - 05.01.2021 23:30,0,0,31.97
05.01.2021 23:30 - 05.01.2021 23:45,0,0,29.49
05.01.2021 23:45 - 06.01.2021 00:00,0,0,25.3
06.01.2021 00:00 - 06.01.2021 00:15,0,0,24.85
06.01.2021 00:15 - 06.01.2021 00:30,0,0,19.32
06.01.2021 00:30 - 06.01.2021 00:45,0,0,8.94
06.01.2021 00:45 - 06.01.2021 01:00,0,0,0.9
06.01.2021 01:00 - 06.01.2021 01:15,0,0,0.02
06.01.2021 01:15 - 06.01.2021 01:30,0,0,13.69
06.01.2021 01:30 - 06.01.2021 01:45,0,0,27.47
06.01.2021 01:45 - 06.01.2021 02:00,0,0,35.32
06.01.2021 02:00 - 06.01.2021 02:15,0,0,37.23
06.01.2021 02:15 - 06.01.2021 02:30,0,0,35.29
06.01.2021 02:30 - 06.01.2021 02:45,0,0,33.01
06.01.2021 02:45 - 06.01.2021 03:00,0,0,33.38
06.01.2021 03:00 - 06.01.2021 03:15,0,0,33.69
06.01.2021 03:15 - 06.01.2021 03:30,0,0,35.34
06.01.2021 03:30 - 06.01.2021 03:45,0,0,37.11
06.01.2021 03:45 - 06.01.2021 04:00,0,0,42.52
06.01.2021 04:00 - 06.01.2021 04:15,0,0,44.67
06.01.2021 04:15 - 06.01.2021 04:30,0,0,45.63
06.01.2021 04:30 - 06.01.2021 04:45,0,0,45.05
06.01.2021 04:45 - 06.01.2021 05:00,0,0,44.91
06.01.2021 05:00 - 06.01.2021 05:15,0,0,35.59
06.01.2021 05:15 - 06.01.2021 05:30,0,0,31.96
06.01.2021 05:30 - 06.01.2021 05:45,0,0,31.81
06.01.2021 05:45 - 06.01.2021 06:00,0,0,24.09
06.01.2021 06:00 - 06.01.2021 06:15,0,0,9.1
06.01.2021 06:15 - 06.01.2021 06:30,0,0,13.92
06.01.2021 06:30 - 06.01.2021 06:45,0,0,11.08
06.01.2021 06:45 - 06.01.2021 07:00,0,0,11.51
06.01.2021 07:00 - 06.01.2021 07:15,0,0,16.24
06.01.2021 07:15 - 06.01.2021 07:30,0,0,28.49
06.01.2021 07:30 - 06.01.2021 07:45,0,0,32.23
06.01.2021 07:45 - 06.01.2021 08:00,0,1,37.66
06.01.2021 08:00 - 06.01.2021 08:15,1,48,51.52
06.01.2021 08:15 - 06.01.2021 08:30,20,157,45.42
06.01.2021 08:30 - 06.01.2021 08:45,159,98,46.95
06.01.2021 08:45 - 06.01.2021 09:00,237,90,50.06
06.01.2021 09:00 - 06.01.2021 09:15,335,175,52.08
06.01.2021 09:15 - 06.01.2021 09:30,441,288,50.69
06.01.2021 09:30 - 06.01.2021 09:45,576,449,51.36
06.01.2021 09:45 - 06.01.2021 10:00,717,596,54.49
06.01.2021 10:00 - 06.01.2021 10:15,862,736,57.31
06.01.2021 10:15 - 06.01.2021 10:30,1004,887,64.48
06.01.2021 10:30 - 06.01.2021 10:45,1145,1006,66.77
06.01.2021 10:45 - 06.01.2021 11:00,1271,1125,63.89
06.01.2021 11:00 - 06.01.2021 11:15,1385,1245,54.93
06.01.2021 11:15 - 06.01.2021 11:30,1479,1365,52.91
06.01.2021 11:30 - 06.01.2021 11:45,1546,1455,51.79
06.01.2021 11:45 - 06.01.2021 12:00,1581,1511,45.82
06.01.2021 12:00 - 06.01.2021 12:15,1553,1563,44.61
06.01.2021 12:15 - 06.01.2021 12:30,1505,1575,43.39
06.01.2021 12:30 - 06.01.2021 12:45,1453,1565,44.38
06.01.2021 12:45 - 06.01.2021 13:00,1389,1566,42.31
06.01.2021 13:00 - 06.01.2021 13:15,1294,1535,38.91
06.01.2021 13:15 - 06.01.2021 13:30,1211,1451,41.97
06.01.2021 13:30 - 06.01.2021 13:45,1131,1362,42.4
06.01.2021 13:45 - 06.01.2021 14:00,1035,1261,45.88
06.01.2021 14:00 - 06.01.2021 14:15,942,1151,50
06.01.2021 14:15 - 06.01.2021 14:30,842,1025,56.92
06.01.2021 14:30 - 06.01.2021 14:45,740,892,58.15
06.01.2021 14:45 - 06.01.2021 15:00,630,752,58.95
06.01.2021 15:00 - 06.01.2021 15:15,511,595,56.63
06.01.2021 15:15 - 06.01.2021 15:30,404,436,52
06.01.2021 15:30 - 06.01.2021 15:45,315,290,51
06.01.2021 15:45 - 06.01.2021 16:00,235,163,53.65
06.01.2021 16:00 - 06.01.2021 16:15,169,71,58.3
06.01.2021 16:15 - 06.01.2021 16:30,98,23,63.09
06.01.2021 16:30 - 06.01.2021 16:45,4,4,66.13
06.01.2021 16:45 - 06.01.2021 17:00,0,0,63.29
06.01.2021 17:00 - 06.01.2021 17:15,0,0,58.16
06.01.2021 17:15 - 06.01.2021 17:30,0,0,52.8
06.01.2021 17:30 - 06.01.2021 17:45,0,0,51.2
06.01.2021 17:45 - 06.01.2021 18:00,0,0,47.18
06.01.2021 18:00 - 06.01.2021 18:15,0,0,44.8
06.01.2021 18:15 - 06.01.2021 18:30,0,0,40.67
06.01.2021 18:30 - 06.01.2021 18:45,0,0,41.24
06.01.2021 18:45 - 06.01.2021 19:00,0,0,40.24
06.01.2021 19:00 - 06.01.2021 19:15,0,0,39.78
06.01.2021 19:15 - 06.01.2021 19:30,0,0,39.9
06.01.2021 19:30 - 06.01.2021 19:45,0,0,40.56
06.01.2021 19:45 - 06.01.2021 20:00,0,0,41.97
06.01.2021 20:00 - 06.01.2021 20:15,0,0,46
06.01.2021 20:15 - 06.01.2021 20:30,0,0,50.54
06.01.2021 20:30 - 06.01.2021 20:45,0,0,53.09
06.01.2021 20:45 - 06.01.2021 21:00,0,0,54.34
06.01.2021 21:00 - 06.01.2021 21:15,0,0,51.86
06.01.2021 21:15 - 06.01.2021 21:30,0,0,45.99
06.01.2021 21:30 - 06.01.2021 21:45,0,0,44.34
06.01.2021 21:45 - 06.01.2021 22:00,0,0,45.93
06.01.2021 22:00 - 06.01.2021 22:15,0,0,52
06.01.2021 22:15 - 06.01.2021 22:30,0,0,61.98
06.01.2021 22:30 - 06.01.2021 22:45,0,0,65
06.01.2021 22:45 - 06.01.2021 23:00,0,0,62.91
06.01.2021 23:00 - 06.01.2021 23:15,0,0,59.3
06.01.2021 23:15 - 06.01.2021 23:30,0,0,55.76
06.01.2021 23:30 - 06.01.2021 23:45,0,0,53.93
06.01.2021 23:45 - 07.01.2021 00:00,0,0,47.89
07.01.2021 00:00 - 07.01.2021 00:15,0,0,46.62
07.01.2021 00:15 - 07.01.2021 00:30,0,0,43.09
07.01.2021 00:30 - 07.01.2021 00:45,0,0,43
07.01.2021 00:45 - 07.01.2021 01:00,0,0,42.59
07.01.2021 01:00 - 07.01.2021 01:15,0,0,42.2
07.01.2021 01:15 - 07.01.2021 01:30,0,0,45.66
07.01.2021 01:30 - 07.01.2021 01:45,0,0,61.95
07.01.2021 01:45 - 07.01.2021 02:00,0,0,70
07.01.2021 02:00 - 07.01.2021 02:15,0,0,75.62
07.01.2021 02:15 - 07.01.2021 02:30,0,0,79.67
07.01.2021 02:30 - 07.01.2021 02:45,0,0,74.95
07.01.2021 02:45 - 07.01.2021 03:00,0,0,72.2
07.01.2021 03:00 - 07.01.2021 03:15,0,0,69.02
07.01.2021 03:15 - 07.01.2021 03:30,0,0,67
07.01.2021 03:30 - 07.01.2021 03:45,0,0,65.91
07.01.2021 03:45 - 07.01.2021 04:00,0,0,66.01
07.01.2021 04:00 - 07.01.2021 04:15,0,0,67.35
07.01.2021 04:15 - 07.01.2021 04:30,0,0,71.69
07.01.2021 04:30 - 07.01.2021 04:45,0,0,71.41
07.01.2021 04:45 - 07.01.2021 05:00,0,0,65.17
07.01.2021 05:00 - 07.01.2021 05:15,0,0,62.52
07.01.2021 05:15 - 07.01.2021 05:30,0,0,55.26
07.01.2021 05:30 - 07.01.2021 05:45,0,0,53.5
07.01.2021 05:45 - 07.01.2021 06:00,0,0,47.7
07.01.2021 06:00 - 07.01.2021 06:15,0,0,50.95
07.01.2021 06:15 - 07.01.2021 06:30,0,0,49.57
07.01.2021 06:30 - 07.01.2021 06:45,0,0,46.9
07.01.2021 06:45 - 07.01.2021 07:00,0,0,44.69
07.01.2021 07:00 - 07.01.2021 07:15,0,0,46.1
07.01.2021 07:15 - 07.01.2021 07:30,0,0,51.02
07.01.2021 07:30 - 07.01.2021 07:45,0,0,57.33
07.01.2021 07:45 - 07.01.2021 08:00,0,2,69.05
07.01.2021 08:00 - 07.01.2021 08:15,2,49,73.95
07.01.2021 08:15 - 07.01.2021 08:30,32,161,71.73
07.01.2021 08:30 - 07.01.2021 08:45,187,110,73.91
07.01.2021 08:45 - 07.01.2021 09:00,302,124,72
07.01.2021 09:00 - 07.01.2021 09:15,459,172,70
07.01.2021 09:15 - 07.01.2021 09:30,648,254,65.91
07.01.2021 09:30 - 07.01.2021 09:45,853,393,66.33
07.01.2021 09:45 - 07.01.2021 10:00,1080,540,68.15
07.01.2021 10:00 - 07.01.2021 10:15,1292,678,68.75
07.01.2021 10:15 - 07.01.2021 10:30,1517,844,73.73
07.01.2021 10:30 - 07.01.2021 10:45,1727,1006,70.36
07.01.2021 10:45 - 07.01.2021 11:00,1942,1166,63.15
07.01.2021 11:00 - 07.01.2021 11:15,2134,1344,61.98
07.01.2021 11:15 - 07.01.2021 11:30,2301,1495,54.93
07.01.2021 11:30 - 07.01.2021 11:45,2439,1623,54.71
07.01.2021 11:45 - 07.01.2021 12:00,2539,1726,47.77
07.01.2021 12:00 - 07.01.2021 12:15,2606,1822,46.83
07.01.2021 12:15 - 07.01.2021 12:30,2639,1832,44.97
07.01.2021 12:30 - 07.01.2021 12:45,2645,1830,43.32
07.01.2021 12:45 - 07.01.2021 13:00,2596,1795,42.04
07.01.2021 13:00 - 07.01.2021 13:15,2514,1756,42.27
07.01.2021 13:15 - 07.01.2021 13:30,2390,1695,44.93
07.01.2021 13:30 - 07.01.2021 13:45,2253,1610,51.25
07.01.2021 13:45 - 07.01.2021 14:00,2114,1488,61.57
07.01.2021 14:00 - 07.01.2021 14:15,1955,1365,66.79
07.01.2021 14:15 - 07.01.2021 14:30,1790,1222,66.12
07.01.2021 14:30 - 07.01.2021 14:45,1573,1059,65.47
07.01.2021 14:45 - 07.01.2021 15:00,1347,882,65.94
07.01.2021 15:00 - 07.01.2021 15:15,1117,711,65.78
07.01.2021 15:15 - 07.01.2021 15:30,898,536,65.54
07.01.2021 15:30 - 07.01.2021 15:45,680,382,65.84
07.01.2021 15:45 - 07.01.2021 16:00,479,227,66.16
07.01.2021 16:00 - 07.01.2021 16:15,302,100,65.9
07.01.2021 16:15 - 07.01.2021 16:30,153,34,68.17
07.01.2021 16:30 - 07.01.2021 16:45,9,5,70.48
07.01.2021 16:45 - 07.01.2021 17:00,0,0,63.99
07.01.2021 17:00 - 07.01.2021 17:15,0,0,59.64
07.01.2021 17:15 - 07.01.2021 17:30,0,0,55.75
07.01.2021 17:30 - 07.01.2021 17:45,0,0,53.1
07.01.2021 17:45 - 07.01.2021 18:00,0,0,49.94
07.01.2021 18:00 - 07.01.2021 18:15,0,0,46.87
07.01.2021 18:15 - 07.01.2021 18:30,0,0,44.93
07.01.2021 18:30 - 07.01.2021 18:45,0,0,43.83
07.01.2021 18:45 - 07.01.2021 19:00,0,0,42.4
07.01.2021 19:00 - 07.01.2021 19:15,0,0,43.64
07.01.2021 19:15 - 07.01.2021 19:30,0,0,44.41
07.01.2021 19:30 - 07.01.2021 19:45,0,0,53.52
07.01.2021 19:45 - 07.01.2021 20:00,0,0,63.46
07.01.2021 20:00 - 07.01.2021 20:15,0,0,68.39
07.01.2021 20:15 - 07.01.2021 20:30,0,0,66.7
07.01.2021 20:30 - 07.01.2021 20:45,0,0,64.98
07.01.2021 20:45 - 07.01.2021 21:00,0,0,64
07.01.2021 21:00 - 07.01.2021 21:15,0,0,60.74
07.01.2021 21:15 - 07.01.2021 21:30,0,0,60.08
07.01.2021 21:30 - 07.01.2021 21:45,0,0,59.6
07.01.2021 21:45 - 07.01.2021 22:00,0,0,56.71
07.01.2021 22:00 - 07.01.2021 22:15,0,0,55
07.01.2021 22:15 - 07.01.2021 22:30,0,0,60.62
07.01.2021 22:30 - 07.01.2021 22:45,0,0,63.33
07.01.2021 22:45 - 07.01.2021 23:00,0,0,60.7
07.01.2021 23:00 - 07.01.2021 23:15,0,0,54.92
07.01.2021 23:15 - 07.01.2021 23:30,0,0,52.02
07.01.2021 23:30 - 07.01.2021 23:45,0,0,51.02
07.01.2021 23:45 - 08.01.2021 00:00,0,0,45.51
08.01.2021 00:00 - 08.01.2021 00:15,0,0,42.71
08.01.2021 00:15 - 08.01.2021 00:30,0,0,39.86
08.01.2021 00:30 - 08.01.2021 00:45,0,0,38.42
08.01.2021 00:45 - 08.01.2021 01:00,0,0,37.85
08.01.2021 01:00 - 08.01.2021 01:15,0,0,37.61
08.01.2021 01:15 - 08.01.2021 01:30,0,0,39.83
08.01.2021 01:30 - 08.01.2021 01:45,0,0,45
08.01.2021 01:45 - 08.01.2021 02:00,0,0,55.42
08.01.2021 02:00 - 08.01.2021 02:15,0,0,58.56
08.01.2021 02:15 - 08.01.2021 02:30,0,0,58.88
08.01.2021 02:30 - 08.01.2021 02:45,0,0,56.67
08.01.2021 02:45 - 08.01.2021 03:00,0,0,54.73
08.01.2021 03:00 - 08.01.2021 03:15,0,0,53.42
08.01.2021 03:15 - 08.01.2021 03:30,0,0,49.01
08.01.2021 03:30 - 08.01.2021 03:45,0,0,46.02
08.01.2021 03:45 - 08.01.2021 04:00,0,0,50.69
08.01.2021 04:00 - 08.01.2021 04:15,0,0,54.98
08.01.2021 04:15 - 08.01.2021 04:30,0,0,59.54
08.01.2021 04:30 - 08.01.2021 04:45,0,0,60.79
08.01.2021 04:45 - 08.01.2021 05:00,0,0,59.38
08.01.2021 05:00 - 08.01.2021 05:15,0,0,54.34
08.01.2021 05:15 - 08.01.2021 05:30,0,0,50.03
08.01.2021 05:30 - 08.01.2021 05:45,0,0,45.9
08.01.2021 05:45 - 08.01.2021 06:00,0,0,42.79
08.01.2021 06:00 - 08.01.2021 06:15,0,0,42.02
08.01.2021 06:15 - 08.01.2021 06:30,0,0,39.42
08.01.2021 06:30 - 08.01.2021 06:45,0,0,37.54
08.01.2021 06:45 - 08.01.2021 07:00,0,0,35.81
08.01.2021 07:00 - 08.01.2021 07:15,0,0,34.86
08.01.2021 07:15 - 08.01.2021 07:30,0,0,38.09
08.01.2021 07:30 - 08.01.2021 07:45,0,0,41.08
08.01.2021 07:45 - 08.01.2021 08:00,0,2,43.35
08.01.2021 08:00 - 08.01.2021 08:15,3,38,48.74
08.01.2021 08:15 - 08.01.2021 08:30,35,93,57.73
08.01.2021 08:30 - 08.01.2021 08:45,199,107,57.81
08.01.2021 08:45 - 08.01.2021 09:00,308,136,57.78
08.01.2021 09:00 - 08.01.2021 09:15,446,233,55.13
08.01.2021 09:15 - 08.01.2021 09:30,621,359,50.6
08.01.2021 09:30 - 08.01.2021 09:45,798,538,47.99
08.01.2021 09:45 - 08.01.2021 10:00,983,733,48.05
08.01.2021 10:00 - 08.01.2021 10:15,1178,943,56.58
08.01.2021 10:15 - 08.01.2021 10:30,1375,1130,60.58
08.01.2021 10:30 - 08.01.2021 10:45,1570,1275,61.65
08.01.2021 10:45 - 08.01.2021 11:00,1748,1431,59.62
08.01.2021 11:00 - 08.01.2021 11:15,1916,1624,52.78
08.01.2021 11:15 - 08.01.2021 11:30,2057,1767,46.96
08.01.2021 11:30 - 08.01.2021 11:45,2173,1851,46.98
08.01.2021 11:45 - 08.01.2021 12:00,2255,1902,42.3
08.01.2021 12:00 - 08.01.2021 12:15,2311,1984,42.08
08.01.2021 12:15 - 08.01.2021 12:30,2323,2026,40.98
08.01.2021 12:30 - 08.01.2021 12:45,2309,1964,40.51
08.01.2021 12:45 - 08.01.2021 13:00,2253,1895,39.5
08.01.2021 13:00 - 08.01.2021 13:15,2164,1863,38.61
08.01.2021 13:15 - 08.01.2021 13:30,2045,1859,40.41
08.01.2021 13:30 - 08.01.2021 13:45,1942,1777,40.37
08.01.2021 13:45 - 08.01.2021 14:00,1802,1646,41.29
08.01.2021 14:00 - 08.01.2021 14:15,1659,1509,44.85
08.01.2021 14:15 - 08.01.2021 14:30,1488,1324,49.15
08.01.2021 14:30 - 08.01.2021 14:45,1307,1136,50.73
08.01.2021 14:45 - 08.01.2021 15:00,1118,971,51.14
08.01.2021 15:00 - 08.01.2021 15:15,920,781,50.37
08.01.2021 15:15 - 08.01.2021 15:30,725,615,46.23
08.01.2021 15:30 - 08.01.2021 15:45,555,440,45.9
08.01.2021 15:45 - 08.01.2021 16:00,407,276,47.92
08.01.2021 16:00 - 08.01.2021 16:15,273,138,52.92
08.01.2021 16:15 - 08.01.2021 16:30,141,53,64.46
08.01.2021 16:30 - 08.01.2021 16:45,9,13,63.88
08.01.2021 16:45 - 08.01.2021 17:00,1,1,62.35
08.01.2021 17:00 - 08.01.2021 17:15,0,0,57.99
08.01.2021 17:15 - 08.01.2021 17:30,0,0,51.34
08.01.2021 17:30 - 08.01.2021 17:45,0,0,49.28
08.01.2021 17:45 - 08.01.2021 18:00,0,0,45.36
08.01.2021 18:00 - 08.01.2021 18:15,0,0,41.18
08.01.2021 18:15 - 08.01.2021 18:30,0,0,40
08.01.2021 18:30 - 08.01.2021 18:45,0,0,40
08.01.2021 18:45 - 08.01.2021 19:00,0,0,38.51
08.01.2021 19:00 - 08.01.2021 19:15,0,0,36.48
08.01.2021 19:15 - 08.01.2021 19:30,0,0,39.99
08.01.2021 19:30 - 08.01.2021 19:45,0,0,53.94
08.01.2021 19:45 - 08.01.2021 20:00,0,0,63.39
08.01.2021 20:00 - 08.01.2021 20:15,0,0,64.81
08.01.2021 20:15 - 08.01.2021 20:30,0,0,65.1
08.01.2021 20:30 - 08.01.2021 20:45,0,0,64.66
08.01.2021 20:45 - 08.01.2021 21:00,0,0,65.57
08.01.2021 21:00 - 08.01.2021 21:15,0,0,64.46
08.01.2021 21:15 - 08.01.2021 21:30,0,0,64.76
08.01.2021 21:30 - 08.01.2021 21:45,0,0,64
08.01.2021 21:45 - 08.01.2021 22:00,0,0,63.3
08.01.2021 22:00 - 08.01.2021 22:15,0,0,64.26
08.01.2021 22:15 - 08.01.2021 22:30,0,0,70.17
08.01.2021 22:30 - 08.01.2021 22:45,0,0,81.58
08.01.2021 22:45 - 08.01.2021 23:00,0,0,69.9
08.01.2021 23:00 - 08.01.2021 23:15,0,0,62.29
08.01.2021 23:15 - 08.01.2021 23:30,0,0,56.36
08.01.2021 23:30 - 08.01.2021 23:45,0,0,55.25
08.01.2021 23:45 - 09.01.2021 00:00,0,0,49.4
09.01.2021 00:00 - 09.01.2021 00:15,0,0,46.13
09.01.2021 00:15 - 09.01.2021 00:30,0,0,45.05
09.01.2021 00:30 - 09.01.2021 00:45,0,0,43.59
09.01.2021 00:45 - 09.01.2021 01:00,0,0,42.08
09.01.2021 01:00 - 09.01.2021 01:15,0,0,43.98
09.01.2021 01:15 - 09.01.2021 01:30,0,0,46.09
09.01.2021 01:30 - 09.01.2021 01:45,0,0,58.17
09.01.2021 01:45 - 09.01.2021 02:00,0,0,63.34
09.01.2021 02:00 - 09.01.2021 02:15,0,0,78.13
09.01.2021 02:15 - 09.01.2021 02:30,0,0,69.46
09.01.2021 02:30 - 09.01.2021 02:45,0,0,66.28
09.01.2021 02:45 - 09.01.2021 03:00,0,0,65.17
09.01.2021 03:00 - 09.01.2021 03:15,0,0,61.47
09.01.2021 03:15 - 09.01.2021 03:30,0,0,61.04
09.01.2021 03:30 - 09.01.2021 03:45,0,0,59.47
09.01.2021 03:45 - 09.01.2021 04:00,0,0,54.45
09.01.2021 04:00 - 09.01.2021 04:15,0,0,47.97
09.01.2021 04:15 - 09.01.2021 04:30,0,0,58.14
09.01.2021 04:30 - 09.01.2021 04:45,0,0,58.18
09.01.2021 04:45 - 09.01.2021 05:00,0,0,58.06
09.01.2021 05:00 - 09.01.2021 05:15,0,0,49.96
09.01.2021 05:15 - 09.01.2021 05:30,0,0,47.47
09.01.2021 05:30 - 09.01.2021 05:45,0,0,46.54
09.01.2021 05:45 - 09.01.2021 06:00,0,0,40.62
09.01.2021 06:00 - 09.01.2021 06:15,0,0,35.58
09.01.2021 06:15 - 09.01.2021 06:30,0,0,31.41
09.01.2021 06:30 - 09.01.2021 06:45,0,0,30.78
09.01.2021 06:45 - 09.01.2021 07:00,0,0,29.99
09.01.2021 07:00 - 09.01.2021 07:15,0,0,31.76
09.01.2021 07:15 - 09.01.2021 07:30,0,0,37.91
09.01.2021 07:30 - 09.01.2021 07:45,0,0,41.2
09.01.2021 07:45 - 09.01.2021 08:00,0,2,55.91
09.01.2021 08:00 - 09.01.2021 08:15,4,44,56.08
09.01.2021 08:15 - 09.01.2021 08:30,38,123,56.08
09.01.2021 08:30 - 09.01.2021 08:45,234,116,54.03
09.01.2021 08:45 - 09.01.2021 09:00,403,199,56.97
09.01.2021 09:00 - 09.01.2021 09:15,612,354,54.31
09.01.2021 09:15 - 09.01.2021 09:30,861,557,51.79
09.01.2021 09:30 - 09.01.2021 09:45,1156,812,45.92
09.01.2021 09:45 - 09.01.2021 10:00,1468,1087,43.62
09.01.2021 10:00 - 09.01.2021 10:15,1808,1400,42.01
09.01.2021 10:15 - 09.01.2021 10:30,2154,1716,48.01
09.01.2021 10:30 - 09.01.2021 10:45,2445,2058,53.25
09.01.2021 10:45 - 09.01.2021 11:00,2724,2387,50.86
09.01.2021 11:00 - 09.01.2021 11:15,2981,2679,43.71
09.01.2021 11:15 - 09.01.2021 11:30,3228,2897,41.79
09.01.2021 11:30 - 09.01.2021 11:45,3433,3116,40.15
09.01.2021 11:45 - 09.01.2021 12:00,3572,3259,35.51
09.01.2021 12:00 - 09.01.2021 12:15,3675,3377,33.87
09.01.2021 12:15 - 09.01.2021 12:30,3768,3419,33.39
09.01.2021 12:30 - 09.01.2021 12:45,3793,3448,32.89
09.01.2021 12:45 - 09.01.2021 13:00,3749,3409,31.99
09.01.2021 13:00 - 09.01.2021 13:15,3655,3277,35.2
09.01.2021 13:15 - 09.01.2021 13:30,3564,3106,39.37
09.01.2021 13:30 - 09.01.2021 13:45,3422,2998,48.32
09.01.2021 13:45 - 09.01.2021 14:00,3237,2815,57.15
09.01.2021 14:00 - 09.01.2021 14:15,2996,2563,59.19
09.01.2021 14:15 - 09.01.2021 14:30,2758,2282,57.7
09.01.2021 14:30 - 09.01.2021 14:45,2458,2020,54.94
09.01.2021 14:45 - 09.01.2021 15:00,2137,1733,56.43
09.01.2021 15:00 - 09.01.2021 15:15,1797,1397,56.09
09.01.2021 15:15 - 09.01.2021 15:30,1457,1056,55.69
09.01.2021 15:30 - 09.01.2021 15:45,1122,769,56.56
09.01.2021 15:45 - 09.01.2021 16:00,800,463,58.19
09.01.2021 16:00 - 09.01.2021 16:15,527,238,59.42
09.01.2021 16:15 - 09.01.2021 16:30,271,99,71.5
09.01.2021 16:30 - 09.01.2021 16:45,30,21,71.5
09.01.2021 16:45 - 09.01.2021 17:00,2,1,67.51
09.01.2021 17:00 - 09.01.2021 17:15,0,0,59.39
09.01.2021 17:15 - 09.01.2021 17:30,0,0,53.78
09.01.2021 17:30 - 09.01.2021 17:45,0,0,52.7
09.01.2021 17:45 - 09.01.2021 18:00,0,0,46.22
09.01.2021 18:00 - 09.01.2021 18:15,0,0,45.57
09.01.2021 18:15 - 09.01.2021 18:30,0,0,44.01
09.01.2021 18:30 - 09.01.2021 18:45,0,0,42.24
09.01.2021 18:45 - 09.01.2021 19:00,0,0,41.2
09.01.2021 19:00 - 09.01.2021 19:15,0,0,40.52
09.01.2021 19:15 - 09.01.2021 19:30,0,0,43.36
09.01.2021 19:30 - 09.01.2021 19:45,0,0,50.43
09.01.2021 19:45 - 09.01.2021 20:00,0,0,58.65
09.01.2021 20:00 - 09.01.2021 20:15,0,0,62.02
09.01.2021 20:15 - 09.01.2021 20:30,0,0,61.03
09.01.2021 20:30 - 09.01.2021 20:45,0,0,59.54
09.01.2021 20:45 - 09.01.2021 21:00,0,0,58.54
09.01.2021 21:00 - 09.01.2021 21:15,0,0,57.9
